subject,content,bestanswer,ans0,ans1,ans2,ans3,ans4,ans5,ans6,ans7,ans8,ans9 
b'How much does it cost to replace garage door torsion springs?  Can I do it myself?',,"b'Not a good idea to replace that yourself.  Too much opportunity to hurt yourself.  Especially when you are dealing with a large metal spring under tension. \n\nWhen I had them replaced on my house, the cost was only  like $50 + parts.  So not bad at all.'","b'Not a good idea to replace that yourself.  Too much opportunity to hurt yourself.  Especially when you are dealing with a large metal spring under tension. \n\nWhen I had them replaced on my house, the cost was only  like $50 + parts.  So not bad at all.'","b'Woody is right, hire someone for the springs, VERY dangerous. I replaced the opener in my garage and it was easy, saved about $200 in labor.'",None,None,None,None,None,None,None,None
b'Are there any tricks to peeling a butternut squash?',,"b""If you can, cook it first. the skin peels away very easily after it's been roasted (better to roast than boil).\n\nIf you need to cut up into chunks for sauteeing or something, do this:\n1. Cut lengthwise, and then into quarters. Cut in 1/2 lengthwise again if very large (should look like watermelon slices).\n2. Take sharp knife parallel to cutting surface and place right between skin and flesh. \n3. Run knife along the bottom and remove flesh from the skin. Place hand on top of squash flesh to keep pressure on. \n4. cut up into cubes or whatever shape.\n\nAnd remember it should feel more like running the squash along the knife, than moving a knife through the squash. Small difference, but results in fewer cuts.""","b""If you can, cook it first. the skin peels away very easily after it's been roasted (better to roast than boil).\n\nIf you need to cut up into chunks for sauteeing or something, do this:\n1. Cut lengthwise, and then into quarters. Cut in 1/2 lengthwise again if very large (should look like watermelon slices).\n2. Take sharp knife parallel to cutting surface and place right between skin and flesh. \n3. Run knife along the bottom and remove flesh from the skin. Place hand on top of squash flesh to keep pressure on. \n4. cut up into cubes or whatever shape.\n\nAnd remember it should feel more like running the squash along the knife, than moving a knife through the squash. Small difference, but results in fewer cuts.""","b""ya, it's easier if you cut it in half (lengthwise) and then set it down on a cutting board. use a sturdy vegetable peeler.\n\nalso, this month's Real Simple magazine has a write-up and demonstration photos.""",None,None,None,None,None,None,None,None
b'Who was the first female model featured on GQ magazine?',,"b""It's Tyra Banks.  She's hot!""","b""It's Tyra Banks.  She's hot!""","b""Gisele Bundchen's the first female model cover on GQ.""",None,None,None,None,None,None,None,None
b'What building housed the first elevator?',,b'Haughwout Building in NYC 1857',b'Haughwout Building in NYC 1857',None,None,None,None,None,None,None,None,None
b'When will the new Yahoo!-branded cell phone be available in the US?',,"b""I actually haven't heard anything about this.  I do hope that is it Cingular branded though, because I love the fact that they are the only wireless carrier that lets me roll over my unused anytime minutes.""","b""I actually haven't heard anything about this.  I do hope that is it Cingular branded though, because I love the fact that they are the only wireless carrier that lets me roll over my unused anytime minutes.""",b'I thought it would be Cingular branded.. would be kool if it comes out next  year...',None,None,None,None,None,None,None,None
"b'What does ""folksonomy"" mean?'",,"b'Folksonomy is a word formed from a combination of ""folk"" and ""taxonomy"".  It\'s a recently developed concept of the general public categorizing information according to what\'s most useful for the masses, and is considered in opposition to the sometimes more formal classification systems created by an entity such as the Library of Congress or Yahoo!.\n\nFolksonomies are often implemented using tags.  An advantage of tags over a hierarchical taxonomy is that it\'s easy to apply multiple tags to a single item, rather than having to decide which category to place the item in.'","b'Folksonomy is a word formed from a combination of ""folk"" and ""taxonomy"".  It\'s a recently developed concept of the general public categorizing information according to what\'s most useful for the masses, and is considered in opposition to the sometimes more formal classification systems created by an entity such as the Library of Congress or Yahoo!.\n\nFolksonomies are often implemented using tags.  An advantage of tags over a hierarchical taxonomy is that it\'s easy to apply multiple tags to a single item, rather than having to decide which category to place the item in.'","b'According to http://en.wikipedia.org/wiki/Folksonomy:\n\nFolksonomy, a portmanteau word that combines ""folk"" and ""taxonomy,"" refers to the on-the-fly classifications (called tags or keywords) that Internet users freely invent to categorize the objects with which they interact online. Social software makes these classifications available to other Internet users,[1] often by means of a tag cloud, a list of user-developed tags. For this reason, folksonomy can be viewed as a distributed classification system. Examples of folksonomy-enabled social software include Furl, Flickr, [[2]] and Del.icio.us.'",None,None,None,None,None,None,None,None
"b'What was the #1 single on July 7, 1968'",,"b'Great question! Because apparently ""the web"" doesn\'t have the answer.  But to save you the trouble, I wanted to share what I DID find:\n\nTop 10 Songs of 1968 featured on the Billboard Top Pop Hits CD:\n\n1. Classical Gas - Mason Williams\n2. A Beautiful Morning - The Rascals\n3. Honey - Bobby Goldsboro\n4. Love Is Blue - Paul Mauriat\n5. Young Girl - The Union Gap\n6. Spooky - Classics lV\n7. Harper Valley P.T.A.\n8. Abraham, Martin And John - Dion\n9. Slip Away - Clarence Carter\n10. Hush - Deep Purple\n\nand on the Top Rock n Roll CD from Billboard:\n\n1. Tighten Up - Archie Bell & The Drells\n2. Judy In Disguise (With Glasses) - John Fred & His Playboy Band\n3. (Sittin\' On) The Dock Of The Bay - Otis Redding 4. People Got To Be Free - The Rascals\n5. Chain Of Fools - Aretha Franklin\n6. Green Tambourine - The Lemon Pipers\n7. Cry Like A Baby - The Box Tops\n8. Mony Mony - Tommy James & The Shondells \n9. Yummy Yummy Yummy - Ohio Express\n10. The Horse - Cliff Nobles & Co.\n\nONE of those songs was #1 on July 7, 1968.\n\nand on the ""This Day in Music History"" site (resourced below), there are matches for top singles for July 7th, but not for the year 1968.\n\nand Finally, on July 7, 1968, Led Zeppelin was officially founded by Jimmy Page. And THAT, is worth a mention.\n\nMy guess is that the #1 song on Billboard\'s chart for July 7, 1968 was already on the charts for several days or weeks.\n\nCheck out the Rock n Roll Hall of Fame\'s timeline, below. It\'s a time-killer, but your answer may be in there.'","b'Great question! Because apparently ""the web"" doesn\'t have the answer.  But to save you the trouble, I wanted to share what I DID find:\n\nTop 10 Songs of 1968 featured on the Billboard Top Pop Hits CD:\n\n1. Classical Gas - Mason Williams\n2. A Beautiful Morning - The Rascals\n3. Honey - Bobby Goldsboro\n4. Love Is Blue - Paul Mauriat\n5. Young Girl - The Union Gap\n6. Spooky - Classics lV\n7. Harper Valley P.T.A.\n8. Abraham, Martin And John - Dion\n9. Slip Away - Clarence Carter\n10. Hush - Deep Purple\n\nand on the Top Rock n Roll CD from Billboard:\n\n1. Tighten Up - Archie Bell & The Drells\n2. Judy In Disguise (With Glasses) - John Fred & His Playboy Band\n3. (Sittin\' On) The Dock Of The Bay - Otis Redding 4. People Got To Be Free - The Rascals\n5. Chain Of Fools - Aretha Franklin\n6. Green Tambourine - The Lemon Pipers\n7. Cry Like A Baby - The Box Tops\n8. Mony Mony - Tommy James & The Shondells \n9. Yummy Yummy Yummy - Ohio Express\n10. The Horse - Cliff Nobles & Co.\n\nONE of those songs was #1 on July 7, 1968.\n\nand on the ""This Day in Music History"" site (resourced below), there are matches for top singles for July 7th, but not for the year 1968.\n\nand Finally, on July 7, 1968, Led Zeppelin was officially founded by Jimmy Page. And THAT, is worth a mention.\n\nMy guess is that the #1 song on Billboard\'s chart for July 7, 1968 was already on the charts for several days or weeks.\n\nCheck out the Rock n Roll Hall of Fame\'s timeline, below. It\'s a time-killer, but your answer may be in there.'","b""I don't think that information is readily available for free. You can, however, purchase past charts directly from Billboard.com""",None,None,None,None,None,None,None,None
b'what is the best day of the week?',,"b'Saturday. No school, no work, no obligations. Sundays sometimes have a pall over them because you know you have to go back to work the next day!'","b'Saturday. No school, no work, no obligations. Sundays sometimes have a pall over them because you know you have to go back to work the next day!'",b'Thursday has got that tension between work and soon-to-be weekend that makes it quite the day.',b'Shabbat is the best day of the week (Sat)',"b'I love Friday so much so that Thursday is actually the best day of the week.  Also, best shows in prime time TV are on Thursdays :-)'",b'Friday!',b'Thursday!',"b""Thursday. Imagine the weekend to come. And go out, since all you really have to do is stumble through Friday. Thursday's the best -- it's a fact!""",None,None,None
"b""What's the safest and most effective way to control acne and reduce blemishes?""",,"b""Get your Dr. to give you a prescription for Retin-A.  It's a topical ointment that really dries up blemishes.  However, if you have already dry skin, it might be too strong.  In that case, I would go to the drug store and buy a topical product that contains salicylic acid (I like Johnson & Johnson Clean & Clear).\n\nOne other way I keep my skin clear is by making sure I hydrate - I drink boatloads of water (my aesthetician always comments on this when I go in for facials).  You might want to try splurging on a facial - ask the aesthetician about your skin type and about the kinds of products s/he would recommend you use.""","b""Get your Dr. to give you a prescription for Retin-A.  It's a topical ointment that really dries up blemishes.  However, if you have already dry skin, it might be too strong.  In that case, I would go to the drug store and buy a topical product that contains salicylic acid (I like Johnson & Johnson Clean & Clear).\n\nOne other way I keep my skin clear is by making sure I hydrate - I drink boatloads of water (my aesthetician always comments on this when I go in for facials).  You might want to try splurging on a facial - ask the aesthetician about your skin type and about the kinds of products s/he would recommend you use.""","b""As mentioned by venkat_raja_a, the reality is that your diet is most likely the cause of your acne.  \n\nYour skin, like your kidneys and bladder, is another system in your body for eliminating toxins.  Toxins come from your environment and from what you eat.  If what you eat doesn't digest well or if it's crap to begin with, your body wants to get rid of it.  It will poo it out, pee it out, barf it out or sweat it out.  The sweating part is where the acne comes in.\n\nUnfortunately, for most people, becoming vegetarian, while certainly admirable, is not a viable option.  May I suggest paying attention to what you eat for a week and how your body reacts to it.  You could jot it down in a 7-day journal and try to keep track of approximate times.  If you feel bloated, stomach pain, or tired and lethargic, write it down.  After the week, you may notice that you feel crappy after you consume certain foods.  You will certainly be more aware of how food affects you. \n\nCommon food allergies include dairy, wheat and soy.  Eliminating the foods that don't work for your body will cause your skin to clear.  This includes junk food and excessive consumption of meat.  By excessive, I'm talking about more than once a day or big steaks.\n\nYour skin will not clear instantly.  It takes a few weeks for your body to clear itself out.  However, once you do, you'll feel much better and your skin will be improved.""",b'Acne s due to the food that we eat..Becoming a Vegetarian is a good way to control Acne and I have personally seen it work..',None,None,None,None,None,None,None
b'Where can I renew my passport in Phoenix asap?',,"b'If you need it sooner than 2-3 weeks, you are going to have to drive to LA.  That is the closest emergency renewal center.  I had a family emergency in Italy and had to fly there immediately.  I had to drive to LA to do it.  On the positive side, I was flying out of there for cheaper anyways.  Good luck'","b'If you need it sooner than 2-3 weeks, you are going to have to drive to LA.  That is the closest emergency renewal center.  I had a family emergency in Italy and had to fly there immediately.  I had to drive to LA to do it.  On the positive side, I was flying out of there for cheaper anyways.  Good luck'",None,None,None,None,None,None,None,None,None
b'which is the largest lake in the United States?',,"b'I\'ll assume that when you write ""largest"" that you are referring to the surface area of the lake. Superior is the largest lake that\'s partly in the United States at 31,820 square miles. The largest lake entirely contained in the United States is Lake Michigan, 22,400 square miles. Excluding the great lakes, the Great Salt Lake in Utah is the largest lake in the USA at 1700 square miles.\n\nThere is a little bit of controversy, as some believe that Lake Michigan and Luke Huron are really one lake at 45,410 square miles. So, depending on who you ask, the answer could be the bi-national Lake Michigan/ Lake Huron, the bi-national Lake Superior, the possibly-only-half-a-lake Lake Michigan or the Great Salt Lake. You could even take it a step further-- if you consider Lake Michigan and Lake Huron to be one lake, you only want to consider lakes entirely within the United States, and you want to restrict it to fresh water lakes, you\'d have to look further. \n\nLake Iliamna is the next in line at 1000 square miles. But it\'s in Alaska, so if you restrict yourself to the 48 contiguous states, you need to cast a wider net still. Lake Okeechobee is next at 700 square miles-- but it\'s really more of a swamp. So you may want to look even further to Lake Champlain at 490 square miles.\n\nSo take your pick-- Michigan/Huron, Superior, Michigan, Great Salt, Iliamna, Okeechobee or Champlain!'","b'I\'ll assume that when you write ""largest"" that you are referring to the surface area of the lake. Superior is the largest lake that\'s partly in the United States at 31,820 square miles. The largest lake entirely contained in the United States is Lake Michigan, 22,400 square miles. Excluding the great lakes, the Great Salt Lake in Utah is the largest lake in the USA at 1700 square miles.\n\nThere is a little bit of controversy, as some believe that Lake Michigan and Luke Huron are really one lake at 45,410 square miles. So, depending on who you ask, the answer could be the bi-national Lake Michigan/ Lake Huron, the bi-national Lake Superior, the possibly-only-half-a-lake Lake Michigan or the Great Salt Lake. You could even take it a step further-- if you consider Lake Michigan and Lake Huron to be one lake, you only want to consider lakes entirely within the United States, and you want to restrict it to fresh water lakes, you\'d have to look further. \n\nLake Iliamna is the next in line at 1000 square miles. But it\'s in Alaska, so if you restrict yourself to the 48 contiguous states, you need to cast a wider net still. Lake Okeechobee is next at 700 square miles-- but it\'s really more of a swamp. So you may want to look even further to Lake Champlain at 490 square miles.\n\nSo take your pick-- Michigan/Huron, Superior, Michigan, Great Salt, Iliamna, Okeechobee or Champlain!'","b""Lake Superior. It's the largest lake in North America and 2nd largest lake in the world.""","b""if you are talking freshwater, it's lake superior""",None,None,None,None,None,None,None
b'Are Wireless Networks Secure?',,"b'Unfortunately, no computer network is truly secure. It\'s always theoretically possible for eavesdroppers to view or ""snoop"" the traffic on any network, and it\'s often possible to add or ""inject"" unwelcome traffic as well. However, some networks are built and managed much more securely than others. For both wired and wireless networks alike, the real question to answer becomes - is it secure enough?\n\nWireless networks add an extra level of security complexity compared to wired networks. Whereas wired networks send electrical signals or pulses of light through cable, wireless radio signals propogate through the air and are naturally easier to intercept. Signals from most wireless LANs (WLANs) pass through exterior walls and into nearby streets or parking lots.\n\nNetwork engineers and other technology experts have closely scrutinized wireless network security because of the open-air nature of wireless communications. The practice of wardriving, for example, exposed the vulnerabilities of home WLANs and accelerated the pace of security technology advances in home wireless equipment.\n\nOverall, conventional wisdom holds that wireless networks are now ""secure enough"" to use in the vast majority of homes, and  many businesses. Security features like 128-bit WEP and WPA can scramble or ""encrypt"" network traffic so that its contents can not easily be deciphered by snoopers. Likewise, wireless routers and access points (APs) incorporate access control features such as MAC address filtering that deny network requests from unwanted clients.\n\nObviously every home or business must determine for themselves the level of risk they are comfortable in taking when implementing a wireless network. The better a wireless network is administered, the more secure it becomes. However, the only truly secure network is the one never built!'","b'Unfortunately, no computer network is truly secure. It\'s always theoretically possible for eavesdroppers to view or ""snoop"" the traffic on any network, and it\'s often possible to add or ""inject"" unwelcome traffic as well. However, some networks are built and managed much more securely than others. For both wired and wireless networks alike, the real question to answer becomes - is it secure enough?\n\nWireless networks add an extra level of security complexity compared to wired networks. Whereas wired networks send electrical signals or pulses of light through cable, wireless radio signals propogate through the air and are naturally easier to intercept. Signals from most wireless LANs (WLANs) pass through exterior walls and into nearby streets or parking lots.\n\nNetwork engineers and other technology experts have closely scrutinized wireless network security because of the open-air nature of wireless communications. The practice of wardriving, for example, exposed the vulnerabilities of home WLANs and accelerated the pace of security technology advances in home wireless equipment.\n\nOverall, conventional wisdom holds that wireless networks are now ""secure enough"" to use in the vast majority of homes, and  many businesses. Security features like 128-bit WEP and WPA can scramble or ""encrypt"" network traffic so that its contents can not easily be deciphered by snoopers. Likewise, wireless routers and access points (APs) incorporate access control features such as MAC address filtering that deny network requests from unwanted clients.\n\nObviously every home or business must determine for themselves the level of risk they are comfortable in taking when implementing a wireless network. The better a wireless network is administered, the more secure it becomes. However, the only truly secure network is the one never built!'","b'Typically, no. Here are some suggestions on how to secure them: http://answers.yahoo.com/question/?qid=1005120400007'",None,None,None,None,None,None,None,None
b'Does Halle Berry have a new boyfriend?',,"b""Her new boyfriend's name is Michael Ealy.\n\nhttp://www.imdb.com/name/nm1013003/\n\nHe appeared in Kissing Jessica Stein, Bad Company and Barbershop.""","b""Her new boyfriend's name is Michael Ealy.\n\nhttp://www.imdb.com/name/nm1013003/\n\nHe appeared in Kissing Jessica Stein, Bad Company and Barbershop.""","b'Yes, some guy named Michael Ealy. Not sure who he is...'",None,None,None,None,None,None,None,None
b'Is there an antique shop on or nearby Atlanta?',,b'Miami Circle in Buckhead is full of antique shops.',b'Miami Circle in Buckhead is full of antique shops.',"b""There are tons of shops in and around Atlanta.  Miami Circle is the best known and has a great selection from tons of stores, but none are inexpensive.  The selection is broad, from US to European and English to Asia.  There are also two antique markets that are held once/month (Lakewood and Scott's - info on the web) that have less expensive but less well-preserved mostly American antiques.  There are also the Bennett Street galleries off Peachtree Road - smaller than Miami Circle and more art-oriented but still with nice antiques.""","b""My favorite antique store is Kudzu in Decatur, on E. Ponce (near the farmer's market).""",None,None,None,None,None,None,None
"b""why electrical appliances' plugs are not the same all over the world? Which one would be the best?""","b'round in latin america and continental europe, plane in the US, ""triangular"" in the UK...'","b""The basic reason they're different is because countries preferred alternate designs, there never was an effort to standardize, and carrying devices between countries was much less common at the time the plugs were designed.  \n\nThe modern British 3-pin design (BS 1363) is one of the best.  It's quite safe for several reasons:\n\n--Insulation around the base of the prongs, so even small fingers cannot touch the metal of the prongs when unplugging.\n--Shutters on the live and neutral socket openings that are opened by the ground pin\n--A built in fuse in the plug itself\n--Switches on the outlets\n\nHowever, the plug is quite large and sometimes difficult for the elderly to handle.  Also, stepping on one barefooted is a bit painful (prongs are not rounded!)""","b""The basic reason they're different is because countries preferred alternate designs, there never was an effort to standardize, and carrying devices between countries was much less common at the time the plugs were designed.  \n\nThe modern British 3-pin design (BS 1363) is one of the best.  It's quite safe for several reasons:\n\n--Insulation around the base of the prongs, so even small fingers cannot touch the metal of the prongs when unplugging.\n--Shutters on the live and neutral socket openings that are opened by the ground pin\n--A built in fuse in the plug itself\n--Switches on the outlets\n\nHowever, the plug is quite large and sometimes difficult for the elderly to handle.  Also, stepping on one barefooted is a bit painful (prongs are not rounded!)""",None,None,None,None,None,None,None,None,None
"b'When you buy a woman a bottled water at the bar, do you also bring her a glass?'",,"b""I think it depends on the type of woman for whom you are buying the bottled water. If you see her sucking on a Budweiser long neck, she might be offended if offered a glass. On the other hand if she's ordering drinks with umbrellas in them, she might appreciate the glass. One caveat, if you offer her a glass, it will make it easier for her to throw the water in your face if you make a wrong move. Without the glass you'll just get the bottle dumped on your head ; )""","b""I think it depends on the type of woman for whom you are buying the bottled water. If you see her sucking on a Budweiser long neck, she might be offended if offered a glass. On the other hand if she's ordering drinks with umbrellas in them, she might appreciate the glass. One caveat, if you offer her a glass, it will make it easier for her to throw the water in your face if you make a wrong move. Without the glass you'll just get the bottle dumped on your head ; )""",b'Yes!',None,None,None,None,None,None,None,None
b'Is it legal to publicly rate medical doctors?',"b'In the US and other countries.\n\ne.g. could I create a web site where I say that I rate Doctor X 70/100 and Doctor Y 75/100, without any other explanation?\n\nWhat if I do provide an explanation?\n\nWhat if I rated mechanics instead of medical doctors?'","b""NOT LEGAL ADVICE:\nAs long as you make it clear that you are offering your opinion, then your ratings will be protected by the US Constitution's 1st Amendment protection for free speech. (You are in the US, right?)  \n\nIf you falsely or misleadingly indicate that your rankings are based on something other than your opinion, then there may be liability for libel or even fraud.  However, if the rankings are based on some criteria other than your opinion, and you are explicit about the basis for the rankings and truthful about the results, you are similarly protected.  \n\nShouldn't be a difference for medical or mechanical rankings. But, keep in mind that if people rely on your endorsement and then something goes wrong, they may seek to hold you liable.  The best protection against this is to be explicit about your sources (opinion, etc.) and have a lawyer advise you.\n\nGood luck!""","b""NOT LEGAL ADVICE:\nAs long as you make it clear that you are offering your opinion, then your ratings will be protected by the US Constitution's 1st Amendment protection for free speech. (You are in the US, right?)  \n\nIf you falsely or misleadingly indicate that your rankings are based on something other than your opinion, then there may be liability for libel or even fraud.  However, if the rankings are based on some criteria other than your opinion, and you are explicit about the basis for the rankings and truthful about the results, you are similarly protected.  \n\nShouldn't be a difference for medical or mechanical rankings. But, keep in mind that if people rely on your endorsement and then something goes wrong, they may seek to hold you liable.  The best protection against this is to be explicit about your sources (opinion, etc.) and have a lawyer advise you.\n\nGood luck!""","b'It is legal. You can see that US News has a widely publicized list of best hospitals in the US.  The issue is not so much the legality, as the legal liability that the publisher of such a list may incur if its not backed up by research, or the makes unsubstantiated claims, and someone is hurt by medical malpractice by the top 10 doctor on that list.'",None,None,None,None,None,None,None,None
b'When is Jojo going to the shop?',"b'Jojo never goes to the shop, and if she does, she never gets me anything. Why is that?'","b'Why don\'t you ALL go to the shop and stop stealing from my survivors ""end of the world"" kit of food!!!'","b'Why don\'t you ALL go to the shop and stop stealing from my survivors ""end of the world"" kit of food!!!'","b'No, Aiselade is going to the shop!'","b'is it just me or does the ""discover"" icon look rude?'",None,None,None,None,None,None,None
b'What makes a teacher want to leave their profession?',,"b'It seems like a lot of factors contribute to teacher attrition (leaving the profession). But apparently new teachers are most likely to abandon ship.\n\nAccording to a 1986 survey, more than 2/3 of all beginning teachers will have left during their first four years of teaching and 40-50% of them will leave during the first seven years of their career. (Huling-Austin, 1986).\n\nThese are some factors likely most likely to affect the attrition of new teachers:\n\n1) Beginning teachers are unable to cope with teaching problems like discipline, difficulties with parents, and lack of sufficient or appropriate teaching materials.\n\n2) Beginners are often given the most difficult teaching assignments. \n\n3) Novice teachers often receive little or no support after leaving the university and find that their teacher education programs ill-prepared them for the realities of teaching.\n\nOther factors, such as salary, affect attrition rates, but perhaps the fact that beginning teachers lack adequate support and resources to handle such a large responsibility (basically parenting your students) is where the responsbility lies.'","b'It seems like a lot of factors contribute to teacher attrition (leaving the profession). But apparently new teachers are most likely to abandon ship.\n\nAccording to a 1986 survey, more than 2/3 of all beginning teachers will have left during their first four years of teaching and 40-50% of them will leave during the first seven years of their career. (Huling-Austin, 1986).\n\nThese are some factors likely most likely to affect the attrition of new teachers:\n\n1) Beginning teachers are unable to cope with teaching problems like discipline, difficulties with parents, and lack of sufficient or appropriate teaching materials.\n\n2) Beginners are often given the most difficult teaching assignments. \n\n3) Novice teachers often receive little or no support after leaving the university and find that their teacher education programs ill-prepared them for the realities of teaching.\n\nOther factors, such as salary, affect attrition rates, but perhaps the fact that beginning teachers lack adequate support and resources to handle such a large responsibility (basically parenting your students) is where the responsbility lies.'",None,None,None,None,None,None,None,None,None
b'what is the best lap top to get with reasonable price?',,"b""I've had mostly Toshiba's for the past five years, they are rock solid reliable.  Check out Amazon to skip taxes and shipping.  You can also add Toshiba support to a laptop you bought on Amazon, their tech's are great.\n\nThe few HP's I've worked with (including my Yahoo! work laptop) seem very feature rich, but I've never owned one long enough to determine how reliable they are.  HP does seem to be hitting the street hard this Christmas season with low prices; they had a Black Friday special laptop for $400 at Wal-Mart.  Their screens also seem very crisp and high resolution, there's definately a sexy factor.\n\nI like the look and pricing of the new Dells, but my IT admin friends have had plenty of problems with older Dell keyboards breaking, so I'd make sure to add a service plan to your Dell if you're comparison shopping the price.""","b""I've had mostly Toshiba's for the past five years, they are rock solid reliable.  Check out Amazon to skip taxes and shipping.  You can also add Toshiba support to a laptop you bought on Amazon, their tech's are great.\n\nThe few HP's I've worked with (including my Yahoo! work laptop) seem very feature rich, but I've never owned one long enough to determine how reliable they are.  HP does seem to be hitting the street hard this Christmas season with low prices; they had a Black Friday special laptop for $400 at Wal-Mart.  Their screens also seem very crisp and high resolution, there's definately a sexy factor.\n\nI like the look and pricing of the new Dells, but my IT admin friends have had plenty of problems with older Dell keyboards breaking, so I'd make sure to add a service plan to your Dell if you're comparison shopping the price.""","b'I believe that if price is a concern, and you want to be able to safely use your machine without worrying about worms, viruses, etc. then I would receommend the 14"" Apple iBook. If you can afford a bit more you could go for the 15"" Powerbook. And if you\'re a student, then Apple offers a discount.'",None,None,None,None,None,None,None,None
"b""Would it make me a bad friend if I don't lend my friend money when she needs it?""",,"b""If she's a crack addict and needs money for her Saturday night hit, then no, you wouldn't be a bad friend by refusing.<br />\n<br />\nIt depends if you trust your friend. If she's a very responsible person but has just fallen on hard times and is about to lose her house, then yea, maybe you should lend the money.""","b""If she's a crack addict and needs money for her Saturday night hit, then no, you wouldn't be a bad friend by refusing.<br />\n<br />\nIt depends if you trust your friend. If she's a very responsible person but has just fallen on hard times and is about to lose her house, then yea, maybe you should lend the money.""",None,None,None,None,None,None,None,None,None
b'Where did Calvin and Hobbes get their names?',,"b'They are named after French theology John Calvin and English philosopher Thomas Hobbes.  Calvin believed that only a subset of humanity (the ""elect"") would be saved, and that this was predestined, regardless of their actions.  Hobbes is famous for saying that human life is ""nasty, brutish, and short.""    Bill Watterson, the cartoonist who created Calvin and Hobbes, mentions something about his choice of the names in the introduction to one of the published collections of his comic strips.  In particular, he says that the tiger Hobbes shares the philosopher\'s low opinion of human nature.'","b'They are named after French theology John Calvin and English philosopher Thomas Hobbes.  Calvin believed that only a subset of humanity (the ""elect"") would be saved, and that this was predestined, regardless of their actions.  Hobbes is famous for saying that human life is ""nasty, brutish, and short.""    Bill Watterson, the cartoonist who created Calvin and Hobbes, mentions something about his choice of the names in the introduction to one of the published collections of his comic strips.  In particular, he says that the tiger Hobbes shares the philosopher\'s low opinion of human nature.'",b'Calvin is named after a 16th century theologian who believed in predestination. Hobbes is named after a 17th century philosopher with a dim view of human nature.',None,None,None,None,None,None,None,None
"b""How do I tone my butt? What's the best exercise for butts?""",,"b'Where do you live?  I have been taking a class called ""Core Fusion"" for almost a year now, and it has been the most effective thing I\'ve done in terms of toning my body up (all over, not just butt).  It is offered at Exhale Spa, which has locations in Boston, New York, Chicago, Venice (CA) and Santa Monica - and I believe they\'ll be opening up a Dallas location in 2006.  \n\nIf you are not near an Exhale, yoga has a lot of postures that will help you tone your butt muscles (maybe check out a local gym or studio?).  So does Pilates (which I\'m not really a fan of - I find it boring).  \n\nThere are also the old ""standbys"" of squats and lunges (you can get added benefit by integrating props or machines - i.e. do the lunges or squats on the Smith Machine - the one that has the bar with adjustable weights that you square on the back of your shoulders while doing the exercises, or stand with your back to the wall, place a physioball behind you and roll it up and down the wall with your back as you squat).  One important thing to remember about squats and lunges is not to let your knees go forward of your ankles - that puts a lot of strain on your knees and sets you up for unpleasant injuries.  \n\nIf you go to the gym, some of the weight machines they should have can be effective butt toners - like the leg/hamstring curl machines.'","b'Where do you live?  I have been taking a class called ""Core Fusion"" for almost a year now, and it has been the most effective thing I\'ve done in terms of toning my body up (all over, not just butt).  It is offered at Exhale Spa, which has locations in Boston, New York, Chicago, Venice (CA) and Santa Monica - and I believe they\'ll be opening up a Dallas location in 2006.  \n\nIf you are not near an Exhale, yoga has a lot of postures that will help you tone your butt muscles (maybe check out a local gym or studio?).  So does Pilates (which I\'m not really a fan of - I find it boring).  \n\nThere are also the old ""standbys"" of squats and lunges (you can get added benefit by integrating props or machines - i.e. do the lunges or squats on the Smith Machine - the one that has the bar with adjustable weights that you square on the back of your shoulders while doing the exercises, or stand with your back to the wall, place a physioball behind you and roll it up and down the wall with your back as you squat).  One important thing to remember about squats and lunges is not to let your knees go forward of your ankles - that puts a lot of strain on your knees and sets you up for unpleasant injuries.  \n\nIf you go to the gym, some of the weight machines they should have can be effective butt toners - like the leg/hamstring curl machines.'","b'I heard that dumb bell squats is very good. If you want to just shape them, use lower weights with more reps.'",None,None,None,None,None,None,None,None
"b'Can I use 26"" mountain bike rims for my cyclocross-frame bike?'","b'It\'s my first time building a bike from scratch and I found some wheels I really like but I was told that they aare 26"" rims and not the standard 700c clinchers I think I need. Would it still be compatible with my aluminum cyclocross frame?'","b'The 26"" wheels won\'t work. They\'re slightly smaller in diameter than a 700c wheel\xe2\x80\x93that\'s what cyclocross frames are built to take. Back in the late 80\'s/early 90\'s you could get clamp-on cantilever brake mounts from Moots, but I don\'t know that they make those anymore. And regardless, if you were to do that, you\'d also be dropping the overall height of your bike. This in turn would mean that your bottom bracket would also be lower to the ground. That\'s counterproductive in terms of cyclocross applications, where you want a higher bottom bracket than you would on a road bike (for clearence issues).\n\nThere\'s some good general information on equipment on Dave Carr\'s Cross Page (listed below). Good luck!'","b'The 26"" wheels won\'t work. They\'re slightly smaller in diameter than a 700c wheel\xe2\x80\x93that\'s what cyclocross frames are built to take. Back in the late 80\'s/early 90\'s you could get clamp-on cantilever brake mounts from Moots, but I don\'t know that they make those anymore. And regardless, if you were to do that, you\'d also be dropping the overall height of your bike. This in turn would mean that your bottom bracket would also be lower to the ground. That\'s counterproductive in terms of cyclocross applications, where you want a higher bottom bracket than you would on a road bike (for clearence issues).\n\nThere\'s some good general information on equipment on Dave Carr\'s Cross Page (listed below). Good luck!'",None,None,None,None,None,None,None,None,None
