subject,content,bestanswer,ans0,ans1,ans2,ans3,ans4,ans5,ans6,ans7,ans8,ans9
b'Phone wall jack problem?',"b""One of the phone wall jack can't receive calls. The rest of 4 jacks can. The problem one has red-green and yellow-black wires connected as others. What are the steps to troubleshoot this problem?""","b""well, you need to put more information pertaining to how the internal wiring is setup/cabled, and if this issue is in a home or a business?  Do all 4 jacks use the same phone line/number? \n\nIf this in your home some possible problems are:\n\n-the phone wire or pair you are using may be broken\n-the wire pairs are not punched down into the RJ11 jack\n-that particular jack's wiring isn't terminated or connected to your main phone line connection/wire""","b""well, you need to put more information pertaining to how the internal wiring is setup/cabled, and if this issue is in a home or a business?  Do all 4 jacks use the same phone line/number? \n\nIf this in your home some possible problems are:\n\n-the phone wire or pair you are using may be broken\n-the wire pairs are not punched down into the RJ11 jack\n-that particular jack's wiring isn't terminated or connected to your main phone line connection/wire""","b'do this:\n1] lay a spare cable from the point-of-origin, crimp in a new jack, check if its working\n2] if its working - replace the old set of cable & jack with the new one!'","b'USA small phone connector (RJ type) are wired differently to the UK ones.  You may have the wrong type for the wrong telephone.  Try a different phone / cable.\n\nYour phone may not work because there is not enough power in the line to run more than 3 phones, which is the normal suggest limit in the UK, and maybe in other countries.\n\nOne of the lines might have cracked in the extension cable in the wall.  Some unused wires in the cable could be used alternatively.  Rewire to different colours at both sides of the connection.'",None,None,None,None,None,None,None
"b'Why do people have the bird, turkey for thanksgiving?'",b'Why this bird? Any Significance?',"b'It is believed that the pilgrims and indians shared wild turkey and venison on the original Thanksgiving. \n\nTurkey\'s ""Americanness"" was established by Benjamin Franklin, who had advocated for the turkey, not the bald eagle, becoming the national bird.'","b'It is believed that the pilgrims and indians shared wild turkey and venison on the original Thanksgiving. \n\nTurkey\'s ""Americanness"" was established by Benjamin Franklin, who had advocated for the turkey, not the bald eagle, becoming the national bird.'",None,None,None,None,None,None,None,None,None
b'How can I record audio directly from the browser to the web server?',"b'For a podcasting application, I\'d like my web server to be able to receive audio straight from the browser. Something like a ""Push to talk"" button. It seems it\'s possible to do this with Flash. Is there any other way?\n\nWith Flash, do I need to buy a Macromedia server licence, or are there alternatives to have Flash on the browser talk to my server?'",b'Userplane has an audio/video recorder that will do that - you can check it out at http://www.userplane.com/apps/videoRecorder.cfm',b'Userplane has an audio/video recorder that will do that - you can check it out at http://www.userplane.com/apps/videoRecorder.cfm',b'Click the link below.  It may help answer your question.',None,None,None,None,None,None,None,None
b'Do animals dream?',"b'and if yes, what do they dream of?'","b'MIT researchers have shown that animals do appear to dream, and their dreams seem to replay events that occurred while they were awake.  To show this, they recorded distinctive brain activity that occurred when rats ran in a circle while awake.  The identical brain activity occurred while the rats were asleep.'","b'MIT researchers have shown that animals do appear to dream, and their dreams seem to replay events that occurred while they were awake.  To show this, they recorded distinctive brain activity that occurred when rats ran in a circle while awake.  The identical brain activity occurred while the rats were asleep.'",b'My dog definitely dreams. I can see his eye movement when he does. Sometimes he even barks when he dreams.',None,None,None,None,None,None,None,None
"b'Is there a way in MS Excel to have a cell be equal to multiple cells? e.g.= D3 and D5, where d3 & 5 are words?'","b'I\'m trying to make a cell that has a list of other cells.  e.g. I want my cell to say ""[d4\'s value], [d5\'s value]""\n\nCan I do that?  Right now when I try, Excel spits out the ""#value"" error.  Can you help?'","b'Use the CONCATENATE function, with one of the arguments being "", ""\n\nThe formula you end up with should look something like this:\n=CONCATENATE(D3,"", "",D5)'","b'Use the CONCATENATE function, with one of the arguments being "", ""\n\nThe formula you end up with should look something like this:\n=CONCATENATE(D3,"", "",D5)'","b'use ""&""\nfor example, say A1=baby, A2=you can drive my car\n\nA3\'s formula is =A1&"", ""&A2\n\nYou get ""baby, you can drive my car""'",None,None,None,None,None,None,None,None
b'Which TV show got higher ratings?',"b'""Who Shot J.R.?"" on Dallas or the finale of ""M*A*S*H""?'","b'The finale of ""M*A*S*H"":\n\n\'""Dallas,"" by the way, delivered an amazing 53.3 rating and 76 share with its ""Who Shot JR?"" wrap-up in 1980. It ranks as the No. 2 show of all time, behind only the 1983 series finale of ""MASH"" (60.2/77).\''","b'The finale of ""M*A*S*H"":\n\n\'""Dallas,"" by the way, delivered an amazing 53.3 rating and 76 share with its ""Who Shot JR?"" wrap-up in 1980. It ranks as the No. 2 show of all time, behind only the 1983 series finale of ""MASH"" (60.2/77).\''",None,None,None,None,None,None,None,None,None
"b""How does China view North Korea's claimed nuclear weapons capability?""","b""North Korea has claimed the ability to build nuclear weapons, and has already demonstrated the ability to build rockets capable of reaching all of China's major population centers.  Is China concerned about having another nuclear-powered neighbor?  Western observers have questioned the reliability and sanity of the North Korean government.  How does China view the trustworthiness of North Korea?  Does China view North Korea as a potential threat to its security?""","b""China is more concerned with threat from US or Japan than North Korea.  Besides, both India and Pakistan have nuclear weapon already and are close to China as well.  But it's hardly a big concern for China people.""","b""China is more concerned with threat from US or Japan than North Korea.  Besides, both India and Pakistan have nuclear weapon already and are close to China as well.  But it's hardly a big concern for China people.""","b""chinese people are busy making money and don't want to waste time on these issues anymore, man. who dares to use nuclear weapons?""",None,None,None,None,None,None,None,None
b'Best over the ear headphone for the budget buyer?',"b'For around $100, what is the best over the ear headphone?'","b""I recommend the Grado SR-60 headphones. They have excellent sound quality, and work well with portable devices (most higher-end headphones require an amp to work well with portable players). Some people don't like that they look like old-fashioned library headphones, but that also makes them less likely to be stolen!""","b""I recommend the Grado SR-60 headphones. They have excellent sound quality, and work well with portable devices (most higher-end headphones require an amp to work well with portable players). Some people don't like that they look like old-fashioned library headphones, but that also makes them less likely to be stolen!""",None,None,None,None,None,None,None,None,None
b'How should I act on a date?',b'Can someone give me tips?',"b""Some fundamentals for men: talk 30-40% and let her talk the rest of the time.  Open doors, pick up the tab, and make eye contact.    One big mistake I see guys make, and one that I made back in my dating days, is making the date seem more like an interview.    Sure, you want to get to know the person, but that doesn't have to be crammed into one night of Q&A.  Make an effort to strike up casual conversation, and talk about things that are in the moment.  Remember, people evaluate how much they like or dislike you based upon the quality of the experience they have in your presence.  If you are able to show people a good time, they will be attracted to you.  If you make people feel like they are interviewing for a job, they will not be so keen on another date. (Watch any episode of Blind Date to find out what NOT to do.)""","b""Some fundamentals for men: talk 30-40% and let her talk the rest of the time.  Open doors, pick up the tab, and make eye contact.    One big mistake I see guys make, and one that I made back in my dating days, is making the date seem more like an interview.    Sure, you want to get to know the person, but that doesn't have to be crammed into one night of Q&A.  Make an effort to strike up casual conversation, and talk about things that are in the moment.  Remember, people evaluate how much they like or dislike you based upon the quality of the experience they have in your presence.  If you are able to show people a good time, they will be attracted to you.  If you make people feel like they are interviewing for a job, they will not be so keen on another date. (Watch any episode of Blind Date to find out what NOT to do.)""",b'Wear a better pair of shoes. :)',"b'Be yourself, act natural, and try not to eat messily.'","b""Be as obnoxious as you would be around people you get along with. It's best to not put up any false fronts, because if the person likes you at your worst, it's likely they'll love you at your best. :)""","b""There's only one site with all the knowledge: http://www.fastseduction.com""","b""Do not pick up the tab. Do not spring for drinks.  Do not over do eye contact. Don't talk about work or boring stuff. Do tease her. Do be funny and a little cocky. Don't be a jerk, but seem confident. Do make sure she laughs, feels relaxed, and at ease with you.""",None,None,None,None
b'cheap hotel options in vegas over new years eve - 28th dec onwards?',"b'looking for a cheap hotel + airfare for new years eve ...since we will be barely spending time in the hotel, a decent (livable) hotel with decent rooms.....somewhere on the strip...\n\npls suggest...'","b""Well.. depend on your definition of cheap. The cheapest hotel I could find that's located on las vegas blvd is around $150 at Mirage. This is cheap enough for me considering the timing in Christmas.""","b""Well.. depend on your definition of cheap. The cheapest hotel I could find that's located on las vegas blvd is around $150 at Mirage. This is cheap enough for me considering the timing in Christmas.""","b""you might want to try Hotel San Remo (soon to be Hooters Hotel). It's behind the Tropicana hotel and across from the MGM Grand, about a block from the Strip.\n\nI recently saw NYE room rates starting at $234...pretty good that evening for a Strip room.""",None,None,None,None,None,None,None,None
b'What language gave us the words Kimono and Futon?',,b'Japanese.',b'Japanese.',None,None,None,None,None,None,None,None,None
b'How did gift giving start on Christmas day?',,"b'The tradition of gifts seems to have started with the gifts that the wise men (the Magi) brought to Jesus. As recounted in the Bible\'s book of Matthew, ""On coming to the house they saw the child with his mother Mary, and they bowed down and worshipped him. Then they opened their treasures and presented him with gifts of gold and of incense and of myrrh."" \n\nNo one was really in the habit of exchanging elaborate gifts until late in the 1800s. The Santa Claus story, combined with an amazing retailing phenomenon that has grown since the turn of the century, has made gift giving a central focus of the Christmas tradition.'","b'The tradition of gifts seems to have started with the gifts that the wise men (the Magi) brought to Jesus. As recounted in the Bible\'s book of Matthew, ""On coming to the house they saw the child with his mother Mary, and they bowed down and worshipped him. Then they opened their treasures and presented him with gifts of gold and of incense and of myrrh."" \n\nNo one was really in the habit of exchanging elaborate gifts until late in the 1800s. The Santa Claus story, combined with an amazing retailing phenomenon that has grown since the turn of the century, has made gift giving a central focus of the Christmas tradition.'",b'the gifts given at Christmas are symbolic from a Christian standpoint to the gifts brought to Baby Jesus by the Three Wise men.',None,None,None,None,None,None,None,None
b'What do you think of any car made by KIA?',"b'I have a in-law who is thinking of getting a KIA Van (Sedonna??).  I guess there is a deal if buy a brand new Sedonna (sp??), you get a new KIA Rio(sp??) free.'","b'They are a good value and the Koreans have made amazing strides in the past few years.  While the first Kias were rolling suicide booths, it looks like the Sedona actually does well in crash tests (see link).  The Rio has also been updated for 2006, so if there really is a 2 for 1 deal, the 06 would not be bad.  The 05 is pretty horrible though.  Also, nothing is free so your friend can probably pick up a sedona without a crappy 2005 rio for even less.'","b'They are a good value and the Koreans have made amazing strides in the past few years.  While the first Kias were rolling suicide booths, it looks like the Sedona actually does well in crash tests (see link).  The Rio has also been updated for 2006, so if there really is a 2 for 1 deal, the 06 would not be bad.  The 05 is pretty horrible though.  Also, nothing is free so your friend can probably pick up a sedona without a crappy 2005 rio for even less.'","b""When I think KIA I think cheap car.  Usually a pretty good warranty.\n\nthose are the positives. \n\nthe negatives are:  Its quality is usually not that great.  Therse a reason they need to offer 10 year warranty its because it will probably break quite a bit before it even hits the end of the warranty period.\n\nI think even if someone were to give me a rio, i'd probably decline it.""",None,None,None,None,None,None,None,None
"b'What is the best LCD monitor 19""-25""?'","b'Don\'t want to go overboard on budget or features. Just want something better than a 17"" monitor to work and play with.\n\nMore interested in quality, performance, ease of use.'","b'The answer to this question changes from day to day.     Dell flatscreens have a good reputation.  If you stay away from the very biggest screens (25"" for example) you can save a lot of money.\n\nSharkeyExtreme (www.sharkeyextreme.com) recommends 17"" LCDs for the most savings (~ $250).  If you want something a little bigger, they suggest the Dell Ultrasharp 2005FPW 20.1"" LCD.  I got one of those myself and it\'s gorgeous.  I checked www.shopper.com and found one for $518.'","b'The answer to this question changes from day to day.     Dell flatscreens have a good reputation.  If you stay away from the very biggest screens (25"" for example) you can save a lot of money.\n\nSharkeyExtreme (www.sharkeyextreme.com) recommends 17"" LCDs for the most savings (~ $250).  If you want something a little bigger, they suggest the Dell Ultrasharp 2005FPW 20.1"" LCD.  I got one of those myself and it\'s gorgeous.  I checked www.shopper.com and found one for $518.'",None,None,None,None,None,None,None,None,None
b'What song that was played whenever they showed the dancing baby on Alley McBeal?',,b'Hooked On A Feeling written by Mark James',b'Hooked On A Feeling written by Mark James',"b""It's Searchin' My Soul by Vonda Shepard""",None,None,None,None,None,None,None,None
b'What does RSVP stand for?',,"b""RSVP is the abbreviation of French r\xc3\xa9pondez s'il vous pla\xc3\xaet - please reply.""","b""RSVP is the abbreviation of French r\xc3\xa9pondez s'il vous pla\xc3\xaet - please reply.""","b'The most common meaning is the French ""Repondez, s\'il vous plait,"" which means ""Respond, please.""     We\'ve found 43 results for the acronym RSVP.  Click on the link below:'",None,None,None,None,None,None,None,None
b'Are Lexus vehicles built locally or are they all imported?',,"b'All Lexus vehicles are built in Japan, in a variety of facilities.  Some are built in dedicated Lexus facilities while others share platform and lines with ""normal"" toyota models.  The plant where a car is built should not be a significant factor in choosing a car.'","b'All Lexus vehicles are built in Japan, in a variety of facilities.  Some are built in dedicated Lexus facilities while others share platform and lines with ""normal"" toyota models.  The plant where a car is built should not be a significant factor in choosing a car.'",None,None,None,None,None,None,None,None,None
b'What are some good bargains in Las Vegas?',,"b""You simply must check out Cheapo Vegas, if you want bargains there.  They review everything - hotels, restaurants, comps, gaming, etc.  And they leave out nothing, from the swankiest to the scummiest. Plus they're very funny writers.""","b""You simply must check out Cheapo Vegas, if you want bargains there.  They review everything - hotels, restaurants, comps, gaming, etc.  And they leave out nothing, from the swankiest to the scummiest. Plus they're very funny writers.""","b""You didn't say specifically what kind of bargain, but a great food bargain is the seafood buffet at the Rio.   A local recommended it to me and it's really great--loads of fresh seafood, well worth the price.  Rio's not on the Strip but it's a short cab ride away.""","b""I like Bally's.  Its not the cheapest, but its a lot cheaper than the top tier hotels like bellagio.  They often have promotions.  The key here is location.  It sits across the street from the bellagio, in the middle of everything.  The hotel also has a stop for the monorail  (the best transportation to traverse the strip).\nBally's is a 4 star hotel.  You might pay $10-30 more than the low tier (2 stars.), but you get so much more.\nRooms are huge and clean.  Good service.\nI love the hotel and highly recommend it.\n\nFor a cheaper place, try Imperial Palace across the street.  Its pretty cheap, but old and smoky.  Great location though.""",None,None,None,None,None,None,None
"b""What's the oldest amusement park still in operation?""",,"b""The oldest in the world still operating is called Bakken. It's in Klampenborg, Denmark, and has been operating in the same location since 1583.\n\nIn the US the oldest park still in operation is Lake Compounce Amusement Park in Bristol, CT. It's been open and in the same location since 1846.""","b""The oldest in the world still operating is called Bakken. It's in Klampenborg, Denmark, and has been operating in the same location since 1583.\n\nIn the US the oldest park still in operation is Lake Compounce Amusement Park in Bristol, CT. It's been open and in the same location since 1846.""",None,None,None,None,None,None,None,None,None
"b""Where's a good place to buy a skirt for beneath the Christmas tree?""","b""Walgreen's had two ugly ones to choose from. Any place have a better selection of skirts to lay down beneath the Christmas tree?""","b'Target has a great selection.  You can get plain red felt for $4.99, or a variety of more elaborate ones for a lot more.  As always, Target is a great choice!'","b'Target has a great selection.  You can get plain red felt for $4.99, or a variety of more elaborate ones for a lot more.  As always, Target is a great choice!'",b'Try Walmart',None,None,None,None,None,None,None,None
b'Public transportation options in Los Angeles?',"b'I know ""nobody walks in L.A."" but what if you don\'t have a car? What are my options for getting around L.A. by bus or other public transit?'","b""Los Angeles does have a public transit system, including the Metro Red Line and other light rail. However, if you want to get around without a car, you'll have to budget significant time (and I mean significant) to catch connections and lines. Plus, if you miss a connection you can get stranded (I have many times). Not recommended unless you're on the main bus or rail lines. Check the MTA site for more info on transportation routes. Also call their help number--their operators can tell you if a line is particularly problematic!""","b""Los Angeles does have a public transit system, including the Metro Red Line and other light rail. However, if you want to get around without a car, you'll have to budget significant time (and I mean significant) to catch connections and lines. Plus, if you miss a connection you can get stranded (I have many times). Not recommended unless you're on the main bus or rail lines. Check the MTA site for more info on transportation routes. Also call their help number--their operators can tell you if a line is particularly problematic!""","b'LA is too large in scale not to have a car, your not in new york. Although I think ride sharing is an excellent option, or bus or subway.'",None,None,None,None,None,None,None,None
b'can you use the new yahoo tivo service on directv tivo systems?',"b'i tried to sync up my directv series 2 tivo to my yahoo account so i can use yahoo to schedule appointments but was told by directv that this is not possible, is that correct?'","b""Hi,\n\nI too have a DirecTV Tivo system and was wondering the same thing.  No, we cannot take advantage of the new Y! Tivo service.  I called DirecTV customer service twice just to make sure.  To add to that, the DirecTV supervisor I talked to said that since they're coming out with their own DVR they are not going to offer any further Tivo software upgrades.  Hope this helps--""","b""Hi,\n\nI too have a DirecTV Tivo system and was wondering the same thing.  No, we cannot take advantage of the new Y! Tivo service.  I called DirecTV customer service twice just to make sure.  To add to that, the DirecTV supervisor I talked to said that since they're coming out with their own DVR they are not going to offer any further Tivo software upgrades.  Hope this helps--""",None,None,None,None,None,None,None,None,None
"b""Who are AMG's competitors?""",,"b""AMG's competitors are the BMW M series (m3, m5, m6) and audi's s series (s4, s6, s8, rs4, rs6, rs8).  Also, Cadillac is coming up with some worthy competition with their V-Series.  (sts-v, cts-v, xlr-v)<br />\n<br />\nIn general AMG tends to be more balanced on the comfort scale than BMW.  They are brutally fast but also very easy to drive and comfortable. For instance all AMG vehicles are automatic transmission whereas all BMW's use either a manual or a sequential manual transmission.  Audi is in between. S vehicles are available in both manual and auto versions.  Cadillac tends to be more on the sport side as well.""","b""AMG's competitors are the BMW M series (m3, m5, m6) and audi's s series (s4, s6, s8, rs4, rs6, rs8).  Also, Cadillac is coming up with some worthy competition with their V-Series.  (sts-v, cts-v, xlr-v)<br />\n<br />\nIn general AMG tends to be more balanced on the comfort scale than BMW.  They are brutally fast but also very easy to drive and comfortable. For instance all AMG vehicles are automatic transmission whereas all BMW's use either a manual or a sequential manual transmission.  Audi is in between. S vehicles are available in both manual and auto versions.  Cadillac tends to be more on the sport side as well.""",None,None,None,None,None,None,None,None,None
b'Why do taxi drivers in Rio de Janeiro never know where their going?',"b""I just visited Rio and had a great time and found all the great things I heard about it to be true.  But I also found the rumor that taxi drivers know nothing about the area entirely true.  They seldom knew where major streets or locations were and often got lost.  I almost missed my flight because my taxi driver couldn't find the airport and then couldn't find the terminal and ended up driving back on the highway.\n\nIs there something about the taxi system in Rio that makes drivers less knowledgable than other areas?""","b""Knowing their profile, my guess is that it's more likely that they actually know excatlly where they are going, but they just want to make more money out of the ride!""","b""Knowing their profile, my guess is that it's more likely that they actually know excatlly where they are going, but they just want to make more money out of the ride!""",None,None,None,None,None,None,None,None,None
b'What do you think of the Maury Povich Show?',,"b""it's cool - much better than sally jesse. plus connie is hot.""","b""it's cool - much better than sally jesse. plus connie is hot.""",None,None,None,None,None,None,None,None,None
b'Should I return or keep the engagement ring to my ex-fiance?',,"b'If you broke up with him, yes.<br />\nIf he broke up with you, no.'","b'If you broke up with him, yes.<br />\nIf he broke up with you, no.'","b""Keep the ring.  If you were the one who backed out, you should return it but if he didn't ask for the ring, keep it. :b""",None,None,None,None,None,None,None,None
b'How often should I bathe my puppy?',b'How often should I bathe my puppy?\nPlease let me know. :)',"b'According to thepetcenter.com:\n""You can bathe a dog whenever it really needs to be cleaned up.  In general, though, a bath every three weeks is about right.  And some breeds like Dobes, Boston Terriers and others with short coats may rarely need a bath.  Old English Sheepdogs and Collies are a different story!""\n\nVeterinarians, however, say less is better because frequent bathing can cause dry skin!'","b'According to thepetcenter.com:\n""You can bathe a dog whenever it really needs to be cleaned up.  In general, though, a bath every three weeks is about right.  And some breeds like Dobes, Boston Terriers and others with short coats may rarely need a bath.  Old English Sheepdogs and Collies are a different story!""\n\nVeterinarians, however, say less is better because frequent bathing can cause dry skin!'","b'I.marie is exactly right. My dog had a major problem with scratching all the time and the vet said I was bathing too much and causing his skin to dry out. Once a month is my vets rule. There are great products on the market for in between cleanings that you just spray on and towel off, but only if needed.'",None,None,None,None,None,None,None,None
b'Why is scrapbooking so popular?',"b'When did scrapbooking become so popular, and why? It looks like a lot of work!!'","b'Scrapbooking is popular for several reasons, first and foremost because it\'s a great way to ""showcase"" all the pictures you take and keep stored in boxes.  Now instead of pulling out a shoebox of photos, you pull out an album with names of people, dates, place names, etc.  It\'s a legacy to pass down to your kids, or show your friends.  \n\nIt can be a lot of work, but the main thing about scrapbooking is you make it as simple or as complex as you want it.  The bare basics is just putting photos on a page, and labelling names and places.  If you really want to spend a lot of time, you can do what I call the ""gourmet layout"" which is where you put a lot of extraneous stuff to fluff it up.  Or you can go somewhere in between.  It\'s all what you make of it!'","b'Scrapbooking is popular for several reasons, first and foremost because it\'s a great way to ""showcase"" all the pictures you take and keep stored in boxes.  Now instead of pulling out a shoebox of photos, you pull out an album with names of people, dates, place names, etc.  It\'s a legacy to pass down to your kids, or show your friends.  \n\nIt can be a lot of work, but the main thing about scrapbooking is you make it as simple or as complex as you want it.  The bare basics is just putting photos on a page, and labelling names and places.  If you really want to spend a lot of time, you can do what I call the ""gourmet layout"" which is where you put a lot of extraneous stuff to fluff it up.  Or you can go somewhere in between.  It\'s all what you make of it!'",None,None,None,None,None,None,None,None,None
b'How come it seems like Lottery winners are always the ones that buy tickets in low income areas.?',"b""Pure luck or Government's way of trying to balance the rich and the poor.""","b'I would put it down to psychology.\n\nPeople who feel they are well-off feel no need to participate in the lottery programs. While those who feel they are less than well off think ""Why not bet a buck or two on the chance to make a few million?"". \n\nIt would seem to make sense to me.\n\naddition: Yes Matt - agreed. I just didn\'t state it as eloquently. Feeling \'no need to participate\' is as you say related to education, and those well off tend to have a better education.'","b'I would put it down to psychology.\n\nPeople who feel they are well-off feel no need to participate in the lottery programs. While those who feel they are less than well off think ""Why not bet a buck or two on the chance to make a few million?"". \n\nIt would seem to make sense to me.\n\naddition: Yes Matt - agreed. I just didn\'t state it as eloquently. Feeling \'no need to participate\' is as you say related to education, and those well off tend to have a better education.'","b""Statistically, poor people buy lottery tickets out of proportion to their share of the population.  While hope for advancement is part of it, lack of education plays a decisive role.  Of course, nobody has an appreciable chance of winning a lottery with significant money at stake.  It's a matter of probability.  Unfortunately, people with minimal education--who are concentrated in the lower end of the socioeconomic strata--tend not to see this.  So, they make a bad investment.""",None,None,None,None,None,None,None,None
"b""Trying to find two children's books...?""","b""I'm trying to find the titles for two children's books I read as a kid. One was a book that was a large, thin, hardcover book that featured a man who lost his head, and tried various things like a banana, a carved wooden head, etc. He woke up after someone kicked him in the head (yeah, violent, I know).\n\nThe second book was also hardcover, thin (I guess most kids books are) and featured some kind of room like an empty theater room, which these 5 kids were imagining what might be in the room - some imagined monsters, or some kind of wild musical instrument.  \n\nIt's been bugging me for years to find these books again. If anyone had any ideas please post a response..""","b""Andrew - \n\nThe first one you're looking for may be The Man Who Lost His Head by Claire Huchet Bishop and Robert McCloskey.  Not sure about the other one.""","b""Andrew - \n\nThe first one you're looking for may be The Man Who Lost His Head by Claire Huchet Bishop and Robert McCloskey.  Not sure about the other one.""",b'The first book is Where the Sidewalk Ends. He sat on a rock and it was his head....\n\nhttp://www.amazon.com/gp/product/0060572345/ref=pd_lpo_k2a_1_txt_T2/002-1848768-3473604?%5Fencoding=UTF8',"b'I remember that first one, because it had illustrations by Robert McCloskey (one of my favorites). It was called, appropriately, ""The Man Who Lost His Head"".  It is by Claire Huchet Bishop  I think it\'s out of print but you can find it on Alibris\n\nhttp://www.alibris.com/search/search.cfm?qwork=4139572&wtopic=Head&matches=18&qsort=r&cm_re=works*listing*title\n\nSorry, I don\'t know the other one.'",None,None,None,None,None,None,None
b'What are the best places in SF for brunch?',"b'Looking for a variety of levels - good value, nicer, and super nice :)'","b'Miss Millies on 24th near Castro.  Always good, but crowded. Mid-range prices.\n\nDeLessios on Market near Gough.  Deli /cafeteria style with salad bar. Everything looks delicious!  Mid-range prices.  Salad bar is priced by weight. \n\nGarden Court at the Palace Hotel.  Market at (2nd? - right above the Montgomery BART Station).  Buttery buffet, champange, live jazz.  Pricey.\n\nKate\'s Kitchen on Haight below Fillmore.  HUGE portions and dishes called things like ""Flarney Garney"".  Cheap.\n\nTartine on Guerrero at 18th.  Baked goods galore.  Beforehand or afterwards, walk up 18th to Sanchez, where Philz Coffee JUST opened up a new cafe!  The BEST cup of coffee you\'ve ever had.  Seriously.'","b'Miss Millies on 24th near Castro.  Always good, but crowded. Mid-range prices.\n\nDeLessios on Market near Gough.  Deli /cafeteria style with salad bar. Everything looks delicious!  Mid-range prices.  Salad bar is priced by weight. \n\nGarden Court at the Palace Hotel.  Market at (2nd? - right above the Montgomery BART Station).  Buttery buffet, champange, live jazz.  Pricey.\n\nKate\'s Kitchen on Haight below Fillmore.  HUGE portions and dishes called things like ""Flarney Garney"".  Cheap.\n\nTartine on Guerrero at 18th.  Baked goods galore.  Beforehand or afterwards, walk up 18th to Sanchez, where Philz Coffee JUST opened up a new cafe!  The BEST cup of coffee you\'ve ever had.  Seriously.'","b'Here are some places I have eaten that I highly recommend:\n\nTartine in the Mission is absolutely the best bakery in the city. Their morning buns are positively heavenly and the croque monsieur is a decadent treat. Lines can be long, however, so bring the newspaper. No reservations. Rated 9.4 on City Search.\n\nThe Pork Store Cafe on Haight Street is a cool little dive, full of funky folks. Great value for money and the greasy food is a perfect Sunday morning hang-over cure. No reservations. Rated 9.7 on City Search\n\nGreens down at Fort Mason is a great place, especially on a sunny day. They serve only vegetarian fare but it is all delicious. The restaurant overlooks the Marina -- very picturesque. Great place to take out-of-town guests. They take reservations. Rated 9.5 on City Search.\n\nTry the Rotunda Restaurant in Neiman Marcus for an upscale brunch experience. The food is excellent and the architecture and domed glass ceiling make this quite a stunning setting. They take reservations. Rated 9.2 on City Search.'","b""Surprised these are missing from the list:\n\nForeign Cinema - My favorite for sat / sun brunch nice light bites although distinctly french. They also offer great champagne based drinks\n\nLavende Lounge - Their sunday 'boogie brunch' features a bloddy mary bar with infused vodkas, a pre-fixe menu, fresh breakfast breads and a DJ to keep you grooving.\n\nUniveral Cafe - This is a classic brunch place in the 'mission flats'.  Between their inventive featured brunch drink and their turkish toast with fresh seasonal fruits this is my current favorite place to brunch.\n\nSlow Club - When i just need a good old fashioned egg sandwich or a light lunch i hit this classic which is never super busy, always a bit dark for those post late night brunch runs and always hits the spot.""","b""Boogaloo's (Valencia & 22nd or so) is very popular -- perhaps too popular.  If you try to go on a weekend, stop by Ritual Roasters (across Valencia & up the block a bit) for something to drink while you wait.""","b'Savor on 24th and Noe in Noe Valley.  Great hearty crepes, french toast, and nice back patio.  Usually 20 minute wait on weekend mornings.  Average prices.\n\n\nTi Couz at 16th and Valencia in the Mission.  Serves mostly crepes, though thinner and more authentically French.  Average prices.'",None,None,None,None,None
b'which was the best national team ever in a FIFA World Cup?',"b""In my opinion, Brazil in 1970 (followed by Brazil 82, Netherlands 74, Hungary 54) --as you see, no need to be the champion to be the among the best). Please don't compare France 98 with real good teams like the ones above (yes, they won a world cup, but their team is not among the best in history).""",b'Brazil 1970',b'Brazil 1970',"b""Well, never in this history of the world cup a team has won a final with 3 goals difference, without conceding a goal. \n\nIn 98, because France beat Brazil, definitely one of the best team in the world, 3-0, it's the cleanest victory in the history. \n\nFrance 98 is the best national team ever. And will be in 2006 as well ;)""",b'Your selection is the right answer already!',None,None,None,None,None,None,None
b'How many seasons did Seinfeld have?',,"b""Seinfeld had a total of nine seasons, spanning from 1990 to 1998...    click on the link below to read any script from any episode in any of the seasons of  this long running NBC sitcom...try it! it's fun!""","b""Seinfeld had a total of nine seasons, spanning from 1990 to 1998...    click on the link below to read any script from any episode in any of the seasons of  this long running NBC sitcom...try it! it's fun!""",b'Nine seasons.',None,None,None,None,None,None,None,None
b'Biggest-selling Christmas song of all time?',b'Which Christmas song sold the most copies of all time? Who was the artist?',b'White Christmas by Bing Crosby',b'White Christmas by Bing Crosby',None,None,None,None,None,None,None,None,None
b'what is the best age to introduce children to nuts?',"b'if there is no family history of nut allergies, what is a safe age to introduce nuts?'",b'The American Academy of Pediatrics suggests avoiding peanuts and tree nuts until your child turns 3.',b'The American Academy of Pediatrics suggests avoiding peanuts and tree nuts until your child turns 3.',b'i hear that nuts r becoming not good 4 no one that alot of people r having allergies to them and they r dying so i would not try your child on them',None,None,None,None,None,None,None,None
